lat,lon,ways,tags
1.26789,103.82303,[22674908],"[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'smoothness': 'excellent', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}]"
1.26801,103.82297,[22674908],"[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'smoothness': 'excellent', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}]"
1.26839,103.82284,[22674908],"[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'smoothness': 'excellent', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}]"
1.26855,103.82272,[22674908],"[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'smoothness': 'excellent', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}]"
1.26916,103.82189,[22674908],"[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'smoothness': 'excellent', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}]"
1.26925,103.82178,[22674908],"[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'smoothness': 'excellent', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}]"
1.26929,103.82176,[22674908],"[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'smoothness': 'excellent', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}]"
1.26969,103.82175,[616972595],"[{'access': 'yes', 'amenity': 'parking', 'fee': 'yes', 'name': 'Carpark B', 'name:zh': '停车场B', 'parking': 'surface'}]"
1.26992,103.82174,"[530127191, 842122018, 979470982]","[{'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'foot': 'yes', 'handrail': 'no', 'highway': 'steps', 'incline': 'up', 'ramp': 'no', 'surface': 'concrete'}]"
1.27001,103.82169,"[530127191, 842122018, 979470982]","[{'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'foot': 'yes', 'handrail': 'no', 'highway': 'steps', 'incline': 'up', 'ramp': 'no', 'surface': 'concrete'}]"
1.27005,103.82167,"[530127191, 842122018, 979470982]","[{'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'foot': 'yes', 'handrail': 'no', 'highway': 'steps', 'incline': 'up', 'ramp': 'no', 'surface': 'concrete'}]"
1.27006,103.82166,"[530127191, 842122018, 979470982]","[{'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'foot': 'yes', 'handrail': 'no', 'highway': 'steps', 'incline': 'up', 'ramp': 'no', 'surface': 'concrete'}]"
1.27044,103.8214,"[530127191, 530127192]","[{'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'covered': 'yes', 'foot': 'yes', 'footway': 'sidewalk', 'highway': 'footway', 'surface': 'paving_stones'}]"
1.27081,103.82106,"[530127191, 530127192]","[{'covered': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'covered': 'yes', 'foot': 'yes', 'footway': 'sidewalk', 'highway': 'footway', 'surface': 'paving_stones'}]"
1.27114,103.82077,[530127192],"[{'covered': 'yes', 'foot': 'yes', 'footway': 'sidewalk', 'highway': 'footway', 'surface': 'paving_stones'}]"
1.27119,103.82065,"[530127192, 1124335995]","[{'covered': 'yes', 'foot': 'yes', 'footway': 'sidewalk', 'highway': 'footway', 'surface': 'paving_stones'}, {'amenity': 'shelter', 'bin': 'yes', 'building': 'yes'}]"
1.2712,103.82053,[530127192],"[{'covered': 'yes', 'foot': 'yes', 'footway': 'sidewalk', 'highway': 'footway', 'surface': 'paving_stones'}]"
1.27118,103.82034,[530127192],"[{'covered': 'yes', 'foot': 'yes', 'footway': 'sidewalk', 'highway': 'footway', 'surface': 'paving_stones'}]"
1.27119,103.82005,"[591619298, 635505965, 905995271]","[{'foot': 'yes', 'highway': 'footway', 'surface': 'asphalt'}, {'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}, {'crossing': 'unmarked', 'footway': 'crossing', 'highway': 'footway', 'surface': 'paving_stones'}]"
1.27123,103.81981,"[591619298, 635505965, 905995271]","[{'foot': 'yes', 'highway': 'footway', 'surface': 'asphalt'}, {'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}, {'crossing': 'unmarked', 'footway': 'crossing', 'highway': 'footway', 'surface': 'paving_stones'}]"
1.27135,103.81953,"[176204615, 184389542, 635505965, 1168584759, 1168584760]","[{'building:part': 'yes', 'image': 'https://images.mapillary.com/6_NPHRUTUiYOgkj6KEsCVA/thumb-2048.jpg', 'mapillary': '497586764928338', 'name': 'Jewel Box'}, {'building': 'public', 'image': 'https://images.mapillary.com/nzyIwrFOd4atZwbSNlx4bg/thumb-2048.jpg', 'layer': '1', 'mapillary': '469148464366046', 'name': 'Faber Peak', 'name:zh': '花柏山顶'}, {'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}, {'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'layer': '-1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}, {'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}]"
1.27147,103.81935,"[546153529, 1168584759, 1168584760]","[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}, {'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'layer': '-1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}, {'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}]"
1.27158,103.81926,"[546153529, 852578727]","[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}, {'footway': 'sidewalk', 'highway': 'footway'}]"
1.27178,103.81909,"[368234815, 689612604, 1131946066, 1131946067]","[{'handrail': 'yes', 'highway': 'steps', 'incline': 'down'}, {'covered': 'yes', 'footway': 'sidewalk', 'highway': 'footway', 'surface': 'concrete'}, {'footway': 'sidewalk', 'highway': 'footway', 'surface': 'concrete'}, {'highway': 'footway'}]"
1.27194,103.81903,"[546153529, 1131946067]","[{'3dr:type': 'Mount Faber Road', 'highway': 'residential', 'lanes': '1', 'maxheight': '4', 'maxspeed': '40', 'name': 'Mount Faber Road', 'name:zh': '花柏山路', 'oneway': 'yes', 'source': 'GPS & Yahoo aerial images', 'surface': 'asphalt'}, {'highway': 'footway'}]"
1.2721,103.819,"[368234815, 368234819, 368234821]","[{'handrail': 'yes', 'highway': 'steps', 'incline': 'down'}, {'foot': 'yes', 'highway': 'footway', 'surface': 'paving_stones'}, {'foot': 'yes', 'handrail': 'no', 'highway': 'steps', 'incline': 'down', 'ramp': 'no', 'surface': 'concrete', 'tactile_paving': 'no'}]"
1.27232,103.81892,"[399013420, 727487419, 863022825]","[{'highway': 'footway', 'surface': 'concrete'}, {'highway': 'residential', 'lanes': '1', 'maxspeed': '50', 'name': 'Mount Faber Loop', 'name:zh': '花柏山环道', 'oneway': 'yes', 'surface': 'asphalt', 'turn:lanes': 'right'}, {'highway': 'footway'}]"
1.27239,103.81906,[368228949],[{'highway': 'footway'}]
1.27242,103.81908,[368228949],[{'highway': 'footway'}]
1.27251,103.8191,[368228949],[{'highway': 'footway'}]
1.27275,103.8191,[368228949],[{'highway': 'footway'}]
1.27291,103.81905,[368228949],[{'highway': 'footway'}]
1.27308,103.81897,[368228949],[{'highway': 'footway'}]
1.27317,103.81891,[368228949],[{'highway': 'footway'}]
1.27337,103.81883,[368228949],[{'highway': 'footway'}]
1.27359,103.81878,[368228949],[{'highway': 'footway'}]
1.27372,103.81873,"[368228949, 368234826]","[{'highway': 'footway'}, {'highway': 'steps'}]"
1.27379,103.81865,[368228949],[{'highway': 'footway'}]
1.27385,103.81841,[49961720],"[{'highway': 'residential', 'lanes': '1', 'maxspeed': '50', 'name': 'Mount Faber Loop', 'name:zh': '花柏山环道', 'oneway': 'yes', 'surface': 'asphalt'}]"
1.27388,103.81832,[49961720],"[{'highway': 'residential', 'lanes': '1', 'maxspeed': '50', 'name': 'Mount Faber Loop', 'name:zh': '花柏山环道', 'oneway': 'yes', 'surface': 'asphalt'}]"
1.27394,103.81822,[49961720],"[{'highway': 'residential', 'lanes': '1', 'maxspeed': '50', 'name': 'Mount Faber Loop', 'name:zh': '花柏山环道', 'oneway': 'yes', 'surface': 'asphalt'}]"
1.27409,103.81811,[368228949],[{'highway': 'footway'}]
1.2742,103.81804,[368228949],[{'highway': 'footway'}]
1.27425,103.818,[368228949],[{'highway': 'footway'}]
1.27428,103.81793,[49961720],"[{'highway': 'residential', 'lanes': '1', 'maxspeed': '50', 'name': 'Mount Faber Loop', 'name:zh': '花柏山环道', 'oneway': 'yes', 'surface': 'asphalt'}]"
1.27431,103.81781,[368228949],[{'highway': 'footway'}]
1.27432,103.81758,[49961720],"[{'highway': 'residential', 'lanes': '1', 'maxspeed': '50', 'name': 'Mount Faber Loop', 'name:zh': '花柏山环道', 'oneway': 'yes', 'surface': 'asphalt'}]"
1.27436,103.81745,[49961720],"[{'highway': 'residential', 'lanes': '1', 'maxspeed': '50', 'name': 'Mount Faber Loop', 'name:zh': '花柏山环道', 'oneway': 'yes', 'surface': 'asphalt'}]"
