lat,lon,nodes,distance
20.993911139667034,105.86956129409373,"[5739101752, 5629422900]",32.110467
20.994032258167863,105.86959255859256,"[5739101752, 5629422900]",45.505286
20.994072994217277,105.86954922415316,"[8333774423, 5629422902]",49.500902
20.994095960631967,105.86953111924231,"[8333774423, 5629422902]",47.629172
20.994468117132783,105.86983261629939,"[5629422892, 6684913290]",27.87112
20.994506925344467,105.86984544061124,"[5629422892, 6684913290]",26.519359
20.994559731334448,105.86987259797752,"[5629422892, 6684913290]",23.607915
20.994627624750137,105.86979975923896,"[5629422892, 6684913290]",31.094584
20.994625193998218,105.8697834983468,"[5629422892, 6684913290]",32.863612
20.994623517617583,105.8697665669024,"[5629422892, 6684913290]",34.527298
20.994491335004568,105.86975575424731,"[5629422892, 6684913290]",35.879052
20.99450659006834,105.86951846256852,"[8333774423, 8830921124]",46.587746
20.9944327455014,105.86947906762362,"[8333774423, 8830921124]",42.428225
20.99429067224264,105.8694179635495,"[8333774423, 5629422902]",35.981841
20.994212720543146,105.86942257359624,"[8333774423, 5629422902]",36.501766
20.994193274527788,105.86929718032479,"[8333774423, 5629422902]",23.398647
20.99428027868271,105.86923498660326,"[8333774423, 5629422902]",16.950622
20.994505416601896,105.8691827673465,"[8333774423, 8830921124]",11.751316
20.994728123769164,105.86912392638624,"[8333774423, 8830921124]",5.719413
20.994863491505384,105.86913457140326,"[8333774423, 8830921124]",6.967285
20.994985783472657,105.86925258859992,"[8333774423, 8830921124]",19.342332
20.995195917785168,105.86926977150142,"[8830921124, 5629422898]",21.213823
20.995274037122726,105.86925636045635,"[8830921124, 5629422898]",19.862271
20.995506048202515,105.86925367824733,"[8830921124, 5629422898]",19.758283
20.995671590790153,105.86919919587672,"[11173421915, 5629422898]",14.142982
20.995677625760436,105.86913725361228,"[11173421915, 5629422898]",7.69521
20.995761528611183,105.86910992860794,"[11173421915, 5629422898]",4.991488
20.996094038709998,105.86907874792814,"[11173421915, 5629422898]",1.975797
20.996207697317004,105.86906768381596,"[11173421915, 5629422898]",0.935904
20.996423698961735,105.86908914148808,"[11173421915, 5629422898]",3.327659
20.996678173542023,105.86911856196821,"[11173421916, 11173421915]",4.871294
20.996871292591095,105.86912635713816,"[5629422903, 4022914506]",2.878492
20.9969624876976,105.869458951056,"[8265788867, 8265788860]",4.096316
20.996990483254194,105.86941637098789,"[8265788860, 8265788859]",0.311968
20.996987717226148,105.86935333907604,"[8265788860, 8265788859]",6.864189
20.99697179161012,105.86926063522696,"[8265788866, 8265788860]",4.651034
20.996944131329656,105.86915284395218,"[8265788866, 8265788860]",1.217824
20.996961230412126,105.86895352229476,"[8265788865, 8265788866]",7.6661
20.99696927703917,105.86892317980528,"[8265788865, 8265788866]",9.184944
20.996928876265883,105.86879602633417,"[10139175539, 10139175540]",4.476664
20.99693608470261,105.86862092837691,"[10139175539, 10139175540]",3.765618
20.996911693364382,105.86841993033886,"[10139175537, 10139175538]",1.549957
20.996907418593764,105.86838413961232,"[10139175537, 10139175538]",2.103513
20.99688906222582,105.86827928200364,"[10139175536, 10139175537]",3.742487
20.996900964528322,105.86827115155756,"[10139175536, 10139175537]",2.208466
20.99704639054835,105.86819755844772,"[10139175537, 10139175538]",15.249889
20.997160635888577,105.86812228895724,"[10139175535, 10139175536]",28.897315
20.997265242040157,105.86812622845173,"[11289952331, 11289952330]",21.477979
20.997421899810433,105.86811608634889,"[11289952331, 11289952330]",4.096316
20.997578976675868,105.86813285015523,"[11289952331, 11289952330]",13.285348
20.997743094339967,105.86814408190548,"[11289952331, 11289952330]",31.442161
20.997899249196053,105.86815095506608,"[10139155868, 10139155867]",29.368508
20.9979641251266,105.86815011687577,"[10139155868, 10139155867]",22.582419
20.997976195067167,105.86814022623003,"[10139155868, 10139155867]",20.949663
20.997939566150308,105.86799127981067,"[10139155865, 10139155864]",18.972111
20.997993294149637,105.86783118546009,"[10139155864, 10139155860]",1.460806
20.998042998835444,105.8676702529192,"[4955947878, 4955947858]",3.548022
20.998071916401386,105.86750688962638,"[4955947878, 4955947858]",5.218541
20.997984241694212,105.86740949191153,"[4955947878, 4955947858]",0.348032
20.99793814122677,105.86729306727648,"[11046698473, 4955947878]",1.044097
20.997937554493546,105.86725392378867,"[11046698473, 4955947878]",0.348032
